,Unnamed: 0,RTA_CODE,STATE,RTA_LOC_NAME,LOC_LONG_DESC,PV,TW,A1,A2,A3,A4,C1_a,C1_b,C2,C3,C4,FMV,ADDON1,ADDON2,ADDON3,ADDON4,ADDON5,ADDON6,ADDON7,ADDON8,ADDON9,MARKET_VALUE,C5,A5,A6
897,897,PB76,PUNJAB,Ahmedgarh,AHMEDGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
898,898,PB77,PUNJAB,Guru Har Sahai,GURU HAR SAHAI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
899,899,PY01,PONDICHERRY,Puducherry,PUDUCHERRY,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
900,900,PY02,PONDICHERRY,Karaikal,KARAIKAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
901,901,PY03,PONDICHERRY,Mahe,MAHE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
902,902,PY04,PONDICHERRY,Yanam,YANAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
903,903,PY05,PONDICHERRY,Oulgaret,OULGARET,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
904,904,RA28,RAJASTHAN,Baran,BARAN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
905,905,RJ01,RAJASTHAN,Ajmer,AJMER,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
906,906,RJ02,RAJASTHAN,Alwar,ALWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
907,907,RJ03,RAJASTHAN,Banswara,BANSWARA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
908,908,RJ04,RAJASTHAN,Barmer,BARMER,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
909,909,RJ05,RAJASTHAN,Bharatpur,BHARATPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
910,910,RJ06,RAJASTHAN,Bhilwara,BHILWARA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
911,911,RJ07,RAJASTHAN,Bikaner,BIKANER,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
912,912,RJ08,RAJASTHAN,Bundi,BUNDI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
913,913,RJ09,RAJASTHAN,Chittaurgarh,CHITTAURGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
914,914,RJ10,RAJASTHAN,Churu,CHURU,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
915,915,RJ11,RAJASTHAN,Dholpur,DHOLPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
916,916,RJ12,RAJASTHAN,Dhungarpur,DHUNGARPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
917,917,RJ13,RAJASTHAN,Sri Ganganagar,SRI GANGANAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
918,918,RJ14,RAJASTHAN,Jaipur,JAIPUR,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
919,919,RJ15,RAJASTHAN,Jaisalmer,JAISALMER,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
920,920,RJ16,RAJASTHAN,Jalore,JALORE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
921,921,RJ17,RAJASTHAN,Jhalawar,JHALAWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
922,922,RJ18,RAJASTHAN,Jhunjhnun,JHUNJHNUN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
923,923,RJ19,RAJASTHAN,Jodhpur,JODHPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
924,924,RJ20,RAJASTHAN,Kota,KOTA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
925,925,RJ21,RAJASTHAN,Nagour,NAGOUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
926,926,RJ22,RAJASTHAN,Pali,PALI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
927,927,RJ23,RAJASTHAN,Sikar,SIKAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
928,928,RJ24,RAJASTHAN,Sirohi,SIROHI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
929,929,RJ25,RAJASTHAN,Sawaimadhopur,SAWAIMADHOPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
930,930,RJ26,RAJASTHAN,Tonk,TONK,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
931,931,RJ27,RAJASTHAN,Udaipur,UDAIPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
932,932,RJ28,RAJASTHAN,Baran,BARAN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
933,933,RJ29,RAJASTHAN,Dausa,DAUSA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
934,934,RJ30,RAJASTHAN,Rajsamad,RAJSAMAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
935,935,RJ31,RAJASTHAN,Hanumangarh,HANUMANGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
936,936,RJ32,RAJASTHAN,Kotputli,KOTPUTLI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
937,937,RJ33,RAJASTHAN,Ramganj Mandi,RAMGANJ MANDI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
938,938,RJ34,RAJASTHAN,Karauli,KARAULI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
939,939,RJ35,RAJASTHAN,Pratapgarh,PRATAPGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
940,940,RJ36,RAJASTHAN,Beawar,BEAWAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
941,941,RJ37,RAJASTHAN,Didwana,DIDWANA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
942,942,RJ38,RAJASTHAN,ABU ROAD,ABU ROAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
943,943,RJ39,RAJASTHAN,BALOTRA,BALOTRA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
944,944,RJ40,RAJASTHAN,BHIWADI,BHIWADI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
945,945,RJ41,RAJASTHAN,CHOMU,CHOMU,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
946,946,RJ42,RAJASTHAN,KISHANGARH,KISHANGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
947,947,RJ43,RAJASTHAN,PHALODI,PHALODI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
948,948,RJ44,RAJASTHAN,SUJANGARH,SUJANGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
949,949,RJ45,RAJASTHAN,JAIPUR,JAIPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
950,950,RJ46,RAJASTHAN,BHINMAL,BHINMAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
951,951,RJ47,RAJASTHAN,DUDU,DUDU,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
952,952,RJ48,RAJASTHAN,Kekri,KEKRI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
953,953,RJ49,RAJASTHAN,NOHAR,NOHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
954,954,RJ50,RAJASTHAN,NOKHA,NOKHA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
955,955,RJ51,RAJASTHAN,SHAHPURA,SHAHPURA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
956,956,RJ52,RAJASTHAN,SHAHPURA,SHAHPURA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
957,957,SK01,SIKKIM,Gangtok,GANGTOK (TWO WHEELERS ),B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
958,958,SK02,SIKKIM,Gangtok,GANGTOK (PRIVATE VEHICLE),B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
959,959,SK03,SIKKIM,Gangtok,GANGTOK (GOODS VEHICLE),B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
960,960,SK04,SIKKIM,Gangtok,GANGTOK (BUSES & CONT. VEHICLE,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
961,961,SK05,SIKKIM,Gangtok,GANGTOK(TRACTORSS TRAILERS),B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
962,962,TN01,TAMIL NADU,Chennai,CHENNAI CENTRAL CHETPET,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
963,963,TN02,TAMIL NADU,Chennai Thirumangalam,CHENNAI NORTH WE THIRUMANGALAM,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
964,964,TN03,TAMIL NADU,Chennai Tondiarpet,CHENNAI EAST (TONDIARPET),A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
965,965,TN04,TAMIL NADU,Chennai Bridge,CEENNAI EAST (BASIN BRIDGE),A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
966,966,TN05,TAMIL NADU,CHENNAI NO,CHENNAI NORTH,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
967,967,TN06,TAMIL NADU,Chennai Triplicane,CHENNAI SOUTH TRIPLICANE,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
968,968,TN07,TAMIL NADU,Chennai Thiruvanmiyur,CHENNAI THIRUVANMIYUR,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
969,969,TN09,TAMIL NADU,Chennai KK Nagar,CHENNAI WEST (K.K.NAGAR),A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
970,970,TN10,TAMIL NADU,Chennai Valasarawakkam,CHENNAI SOU WES(VALASARAWAKKAM,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
971,971,TN11,TAMIL NADU,TAMBARAM,TAMBARAM,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
972,972,TN12,TAMILNADU,POONAMALEE,POONAMALEE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
973,973,TN13,TAMILNADU,Ambattur,AMBATTUR,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
974,974,TN14,TAMILNADU,Sholinganallur,SHOLINGANALLUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
975,975,TN15,TAMILNADU,KALLAKURICHI,KALLAKURICHI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
976,976,TN16,TAMIL NADU,Tindivanam,THINDIVANAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
977,977,TN18,TAMIL NADU,Chennai Red Hills,Chennai Red hills,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
978,978,TN19,TAMIL NADU,Chengulpat,CHENGULPAT,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
979,979,TN20,TAMIL NADU,Thiruvallur,THIRUVALLUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
980,980,TN21,TAMIL NADU,Kanchipuram,KANCHIPURAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
981,981,TN22,TAMIL NADU,Meenambakkam,MEENAMBAKKAM,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
982,982,TN23,TAMIL NADU,Vellore,VELLORE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
983,983,TN24,TAMIL NADU,Krishnagiri,KRISHNAGIRI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
984,984,TN25,TAMIL NADU,Thiruvannamalai,THIRUVANNAMALAI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
985,985,TN27,TAMIL NADU,Salem,SALEM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
986,986,TN28,TAMIL NADU,Namakkal,NAMAKKAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
987,987,TN29,TAMIL NADU,Dharmapuri,DHARMAPURI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
988,988,TN30,TAMIL NADU,SALEM TOWN,SALEM TOWN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
989,989,TN31,TAMIL NADU,Cuddalore,CUDDALORE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
990,990,TN32,TAMIL NADU,Villupuram,VILLUPURAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
991,991,TN33,TAMIL NADU,Erode,ERODE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
992,992,TN34,TAMIL NADU,Thiruchengode,THIRUCHENGODE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
993,993,TN36,TAMIL NADU,Gobichettipalayam,GOBICHETTIPALAYAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
994,994,TN37,TAMIL NADU,Coimbatore,COIMBATORE SOUTH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
995,995,TN38,TAMIL NADU,Coimbatore,COIMBATORE NORTH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
996,996,TN39,TAMIL NADU,Tiruppur,TIRUPPUR NORTH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
997,997,TN40,TAMIL NADU,Mettupalayam,METTUPALAYAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
998,998,TN41,TAMIL NADU,Pollachi,POLLACHI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
999,999,TN42,TAMIL NADU,TIRUPPUR S,TIRUPPUR SOUTH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1000,1000,TN43,TAMIL NADU,Uthagamandalam,"UTHAGAMANDALAM, THE NILIGIRIS",B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1001,1001,TN45,TAMIL NADU,Tiruchirapalli,TIRUCHIRAPALLI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1002,1002,TN46,TAMIL NADU,Perambalur,PERAMBALUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1003,1003,TN47,TAMIL NADU,Karur,KARUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1004,1004,TN48,TAMIL NADU,Sri Rangam,SRI RANGAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1005,1005,TN49,TAMIL NADU,Thanjavur,THANJAVUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1006,1006,TN50,TAMIL NADU,Tiruvarur,TIRUVARUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1007,1007,TN51,TAMIL NADU,Nagapattinam,NAGAPATTINAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1008,1008,TN52,TAMIL NADU,Sankagiri,SANKAGIRI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1009,1009,TN54,TAMIL NADU,SALEM EAST,SALEM EAST,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1010,1010,TN55,TAMIL NADU,Pudukottai,PUDUKOTTAI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1011,1011,TN56,TAMIL NADU,Perundurai,"PERUNDURAI, ERODE",B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1012,1012,TN57,TAMIL NADU,Dindigul,DINDIGUL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1013,1013,TN58,TAMIL NADU,MADURAI SO,MADURAI SOUTH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1014,1014,TN59,TAMIL NADU,Madurai,MADURAI NORTH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1015,1015,TN60,TAMIL NADU,Periyakulam,PERIYAKULAM / THENI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1016,1016,TN61,TAMIL NADU,Ariyalur,ARIYALUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1017,1017,TN63,TAMIL NADU,Sivagagngai,SIVAGAGNGAI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1018,1018,TN64,TAMIL NADU,MADURAI CENTRAL,MADURAI CENTRAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1019,1019,TN65,TAMIL NADU,Ramanathpura,RAMANATHPURA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1020,1020,TN66,TAMIL NADU,Coimbatore,COIMBATORE CENTRAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1021,1021,TN67,TAMIL NADU,Virudhnagar,VIRUDHNAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1022,1022,TN68,TAMILNADU,KUMBAKONAM,KUMBAKONAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1023,1023,TN69,TAMIL NADU,Tuticorin,TUTICORIN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1024,1024,TN70,TAMIL NADU,HOSUR,HOSUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1025,1025,TN72,TAMIL NADU,Tirunelveli,TIRUNELVELI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1026,1026,TN73,TAMIL NADU,RANIPET,RANIPET,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1027,1027,TN74,TAMIL NADU,Nagercoil,NAGERCOIL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1028,1028,TN75,TAMIL NADU,Marthandam,MARTHANDAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1029,1029,TN76,TAMIL NADU,Tenkasi,TENKASI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1030,1030,TN77,TAMIL NADU,ATTUR,ATTUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1031,1031,TN78,TAMIL NADU,UDUMALPET,DHARAPURAM/UDUMALPET,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1032,1032,TN79,TAMIL NADU,SANKARANKOVIL,SANKARANKOVIL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1033,1033,TN81,TAMILNADU,Tiruchirapalli East / Thiruverumbur,TIRUCHIRAPALLI EAST / THIRUVERUMBUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1034,1034,TN82,TAMILNADU,Mayiladuthurai / Sirkazhi,Mayiladuthurai / Sirkazhi,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1035,1035,TN83,TAMILNADU,AMBUR,AMBUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1036,1036,TN84,TAMIL NADU,SRIVILLIPUTHUR,SRIVILLIPUTHUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1037,1037,TN85,TAMIL NADU,KUNDATHUR,KUNDATHUR,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1038,1038,TN86,TAMILNADU,ERODE WEST,ERODE WEST,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1039,1039,TN88,TAMILNADU,Namakkal South / Paramathi Vellore,NAMAKKAL SOUTH / PARAMATHI VELLORE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1040,1040,TN90,TAMILNADU,SALEM SOUTH,SALEM SOUTH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1041,1041,TN91,TAMILNADU,Chidambaram / Virudhachalam / Neyveli,CHIDAMBARAM / VIRUDHACHALAM / NEYVELI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1042,1042,TN92,TAMILNADU,Thiruchendur,THIRUCHENDUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1043,1043,TN99,TAMIL NADU,Coimbatore – West,COIMBATORE WEST,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1044,1044,TR01,TRIPURA,Agartala,AGARTALA,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
1045,1045,TR02,TRIPURA,Kailshahar,KAILSHAHAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1046,1046,TR03,TRIPURA,Udaipur,UDAIPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1047,1047,TR04,TRIPURA,Dharmanagar,DHARMANAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1048,1048,TR05,TRIPURA,Ambassa,AMBASSA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1049,1049,TS01,TELANGANA,ADILABAD,ADILABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1050,1050,TS02,TELANGANA,KARIMNAGAR,KARIMNAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1051,1051,TS03,TELANGANA,WARANGAL,WARANGAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1052,1052,TS04,TELANGANA,KHAMMAM,KHAMMAM,A,B,B,B,B,B,A,C,B,B,A,B,,,,,,,,,,,C,B,B
1053,1053,TS05,TELANGANA,NALGONDA,NALGONDA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,,,
1054,1054,TS06,TELANGANA,MAHABOOBNAGAR,MAHABOOBNAGAR,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
1055,1055,TS07,TELANGANA,RANGAREDDY,RANGAREDDY,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,,,
1056,1056,TS08,TELANGANA,RANGAREDDY / Uppal Kalan / Ibrahimpatnam,RANGAREDDY / Uppal Kalan / Ibrahimpatnam,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,,,
1057,1057,TS09,TELANGANA,HYDERABAD,HYDERABAD,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
1058,1058,TS10,TELANGANA,SECUNDERABAD,SECUNDERABAD,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
1059,1059,TS11,TELANGANA,HYDERABAD,HYDERABAD,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
1060,1060,TS12,TELANGANA,HYDERABAD,HYDERABAD,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
1061,1061,TS13,TELANGANA,HYDERABAD,HYDERABAD,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
1062,1062,TS14,TELANGANA,HYDERABAD,HYDERABAD,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
1063,1063,TS15,TELANGANA,MADAK / Sangareddy / PATANCHERU / SIDDIPET,MADAK / Sangareddy / PATANCHERU / SIDDIPET,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1064,1064,TS16,TELANGANA,NIZAMABAD,NIZAMABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1065,1065,UA01,UTTARAKHAND,Almora,ALMORA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1066,1066,UA02,UTTARAKHAND,Bageshwar,BAGESHWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1067,1067,UA03,UTTARAKHAND,Champawat,CHAMPAWAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1068,1068,UA04,UTTARAKHAND,Nanital,NANITAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1069,1069,UA05,UTTARAKHAND,Pithoragarh,PITHORAGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1070,1070,UA06,UTTARAKHAND,Udham Singh Nagar,UDAM SING NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1071,1071,UA07,UTTARAKHAND,Dehra Dun,DEHRA DUN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1072,1072,UA08,UTTARAKHAND,Haridwar,HARIDWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1073,1073,UA09,UTTARAKHAND,Tehri,TEHRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1074,1074,UA10,UTTARAKHAND,Uttarkashi,UTTARKASHI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1075,1075,UA11,UTTARAKHAND,Chamoli,CHAMOLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1076,1076,UA12,UTTARAKHAND,Pauri,PAURI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1077,1077,UA13,UTTARAKHAND,Rudraprayag,RUDRAPRAYAG,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1078,1078,UK01,UTTARAKHAND,Almora,ALMORA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
