,Unnamed: 0,ITEM_CODE,MANUFACTURE,PRODUCT_TYPE,MODEL,VARIANT,EX_SHOWROOM_PRICE,CC,SEATING_CAPACITY,FUEL,TONNAGE,SEGMENT,STATE_DESC,STATE_CODE,UNIQUE_ID,IBB_CODE,IIB_TAC_CODE,BODY_TYPE,CREATED_BY,CREATED_ON,LAST_MODIFIED_BY,LAST_MODIFIED_ON
335,27195,HAR001,HARLEY DAVIDSON,FTW,IRON 883,SPORTSTER,671734,883,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
336,27196,HAR001,HARLEY DAVIDSON,FTW,XL883R ROADSTER,SPORTSTER,778369,1202,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
337,27197,HAR001,HARLEY DAVIDSON,FTW,XL 1200X FORTY EIGHT,SPORTSTER,865111,1202,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
338,27198,HAR001,HARLEY DAVIDSON,FTW,XL 1200N NIGHTSTER,SPORTSTER,1027650,1202,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.310,,
339,27199,HAR001,HARLEY DAVIDSON,FTW,XR 1200X,SPORTSTER,1241991,1202,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.310,,
340,27200,HAR001,HARLEY DAVIDSON,FTW,FXDB STREET BOB,DYNA,1027650,1585,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.310,,
341,27201,HAR001,HARLEY DAVIDSON,FTW,FXDC DYNA SUPERGLIDE CUSTOM,DYNA,1195803,1585,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.310,,
342,27202,HER335,HERO MOTOR CORP,FTW,PASSION,PRO i3s SELF DRUM ALLOY,55166,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.377,,
343,27203,HER337,HERO MOTOR CORP,FTW,PASSION,PRO i3s SELF DISC ALLOY,57077,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.377,,
344,27204,HER336,HERO MOTOR CORP,FTW,PASSION,PRO i3s SELF DRUM SPOKE,51307,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.377,,
345,27205,HER340,HERO MOTOR CORP,FTW,HF DLX,BSIV DRS CAST,40947,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.377,,
346,27206,HER320,HERO MOTOR CORP,FTW,SPLENDOR,PLUS CAST SS,43218,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.377,,
347,27207,HER325,HERO MOTOR CORP,FTW,SPLENDOR,I SMART 110,53100,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.377,,
348,27208,HER308,HERO MOTOR CORP,FTW,SPLENDOR,I SMART DSC,52008,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.380,,
349,27209,HER287,HERO MOTOR CORP,FTW,SPLENDOR,NXG SELF CAST,47378,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.380,,
350,27210,HER288,HERO MOTOR CORP,FTW,SPLENDOR,PLUS CAST,45288,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
351,27211,HER289,HERO MOTOR CORP,FTW,SPLENDOR,PRO SELF CAST,49006,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
352,27212,HER299,HERO MOTOR CORP,FTW,SPLENDOR,PRO CLASSIC,43100,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
353,27213,HER267,HERO MOTOR CORP,FTW,SPLENDOR,PLUS SPOKE,44630,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
354,27214,HER268,HERO MOTOR CORP,FTW,SPLENDOR,PLUS ALLOY,44750,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
355,27215,HER269,HERO MOTOR CORP,FTW,SPLENDOR,PRO KICK SPOKE,44650,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
356,27216,HER270,HERO MOTOR CORP,FTW,SPLENDOR,PRO KICK ALLOY,45650,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
357,27217,HER271,HERO MOTOR CORP,FTW,SPLENDOR,PRO SELF SPOKE,46650,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.390,,
358,27218,HER272,HERO MOTOR CORP,FTW,SPLENDOR,PRO SELF ALLOY,47650,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.393,,
359,27219,HER275,HERO MOTOR CORP,FTW,SPLENDOR,NXG KICK SPOKE,46450,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.393,,
360,27220,HER276,HERO MOTOR CORP,FTW,SPLENDOR,NXG SELF SPOKE,46360,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.393,,
361,27221,HER277,HERO MOTOR CORP,FTW,SPLENDOR,NXG KICK ALLOY,44250,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.393,,
362,27222,HER278,HERO MOTOR CORP,FTW,SPLENDOR,NXG SELF ALLOY,47886,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.393,,
363,27223,HER259,HERO MOTOR CORP,FTW,SPLENDOR,I SMART,51907,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.397,,
364,27224,HER232,HERO MOTOR CORP,FTW,SPLENDOR,PLUS,44927,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.397,,
365,27225,HER233,HERO MOTOR CORP,FTW,SPLENDOR,PRO,48090,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.397,,
366,27226,HER234,HERO MOTOR CORP,FTW,SPLENDOR,NXG,47886,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.397,,
367,27227,HER338,HERO MOTOR CORP,FTW,SPLENDOR,PLUS BSIV DRS CAST,44091,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.397,,
368,27228,HON433,HONDA MOTORS,FTW,SHINE,CB DX,61299,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
369,27229,HON470,HONDA MOTORS,FTW,CLIQ,BSIV,42319,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
370,27230,HON001,HONDA SCOOTER,FTW,DIO,SCV110FBC,47338,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
371,27231,HON121,HONDA SCOOTER,FTW,ACTIVA,I,44725,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
372,27232,HON121,HONDA SCOOTER,FTW,ACTIVA,DLX,49900,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
373,27233,KAW002,KAWASAKI,FTW,NINJA,300,360289,249,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
374,27234,KAW003,KAWASAKI,FTW,NINJA,650,548128,249,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
375,27235,KAW001,KAWASAKI,FTW,NINJA,250R,289025,249,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
376,27236,KIN011,KINETIC,FTW,ZINGKINE,80,32000,71,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
377,27237,KIN011,KINETIC,FTW,ZINGKINE,80,32000,71,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
378,27238,KIN116,KINETIC,FTW,ZINGKINE,80,32000,71,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
379,27239,KIN001,KINETIC,FTW,FLYTE,STD,38771,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
380,27240,KIN001,KINETIC,FTW,ZINGKINE,STD,29464,250,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
381,27241,KIN001,KINETIC,FTW,4S,STD,38270,115,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
382,27242,KIN001,KINETIC,FTW,NOVA,STD,38617,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
383,27243,KIN001,KINETIC,FTW,BLAZE,STD,51641,165,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
384,27244,KIN001,KINETIC,FTW,BLAZE,DISK,54774,165,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.490,,
385,27245,KTM001,KTM,FTW,DUKE,200,148600,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.493,,
386,27246,KTM002,KTM,FTW,DUKE,390,199482,390,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.493,,
387,27247,KTM003,KTM,FTW,RC,200,173312,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.493,,
388,27248,KTM004,KTM,FTW,RC,390,219445,390,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.493,,
389,27249,KTM005,KTM,FTW,DUKE,250,153373,250,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.493,,
390,27250,LML035,LML,FTW,FREEDOM,PRIMA,47000,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.493,,
391,27251,LML036,LML,FTW,FREEDOM,PRIMA 110,41000,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.493,,
392,27252,LML033,LML,FTW,STAR,XPRESS ES,52203,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
393,27253,LML034,LML,FTW,STAR,XPRESS KS,51883,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
394,27254,LML023,LML,FTW,STAR EURO,150 GEARED,50814,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
395,27255,LML024,LML,FTW,STAR,4 KS GEARED,51883,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
396,27256,LML025,LML,FTW,STAR,4 ES GEARED,55732,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
397,27257,HAR001,HARLEY DAVIDSON,FTW,FLSTF FAT BOY,SOFTAIL,1516489,1690,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.310,,
398,27406,HON121,HONDA SCOOTER,FTW,DIO,STD,43785,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
399,27407,HON121,HONDA SCOOTER,FTW,SHINE,STD,49820,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
400,27408,HON121,HONDA SCOOTER,FTW,ETERNO,STD,45580,148,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
401,27409,HON121,HONDA SCOOTER,FTW,ETERNO,DELUXE,46110,148,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
402,27410,HON121,HONDA SCOOTER,FTW,CBR150,DLX,122576,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
403,27411,HON121,HONDA SCOOTER,FTW,TWISTER,KS,43970,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
404,27412,HON121,HONDA SCOOTER,FTW,TWISTER,SS,47095,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
405,27413,HON121,HONDA SCOOTER,FTW,TWISTER,DISC,50215,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
406,27414,HON121,HONDA SCOOTER,FTW,STUNNER,CBF Fi,68682,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
407,27415,HON121,HONDA SCOOTER,FTW,STUNNER,CBF KS,56180,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
408,27416,HON121,HONDA SCOOTER,FTW,CB,UNICORN,67400,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
409,27417,HON121,HONDA SCOOTER,FTW,CB,SHINE,51663,124,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
410,27418,HON121,HONDA SCOOTER,FTW,CBR250R,STD,160067,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
411,27419,HON121,HONDA SCOOTER,FTW,CBR250R,ABS,189520,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
412,27420,HON121,HONDA SCOOTER,FTW,SHINE,SELF START,57600,149,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
413,27421,HON121,HONDA SCOOTER,FTW,SHINE,SELF-DISC,52155,124,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
414,27422,HON121,HONDA SCOOTER,FTW,SHINE,SELF-DRUM,51663,124,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
415,27423,HON121,HONDA SCOOTER,FTW,SHINE,KICK-DISC,54762,124,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
416,27424,HON121,HONDA SCOOTER,FTW,DIO,KICK-DRUM,35361,124,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
417,27425,HON121,HONDA SCOOTER,FTW,ACTIVA,DIO,36869,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.480,,
418,27426,HON121,HONDA SCOOTER,FTW,ETERNO,ACTIVA,37806,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
419,27427,HON121,HONDA SCOOTER,FTW,SHINE,ETERNO,36160,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
420,27428,HON121,HONDA SCOOTER,FTW,UNICORN,STD,64245,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
421,27429,HON121,HONDA SCOOTER,FTW,ACTIVA,110 CC,53921,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
422,27430,HON121,HONDA SCOOTER,FTW,AVIATOR,DRUM,48386,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
423,27431,HON121,HONDA SCOOTER,FTW,AVIATOR,DISC,58319,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
424,27432,HON121,HONDA SCOOTER,FTW,STUNNER,STD,54097,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
425,27433,HON121,HONDA SCOOTER,FTW,STUNNER,CBF ES,58300,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
426,27434,HON121,HONDA SCOOTER,FTW,STUNNER,CBF DBES,61433,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.483,,
427,27435,HON121,HONDA SCOOTER,FTW,ACTIVA,DLX 110 CC,53921,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
428,27436,HON121,HONDA SCOOTER,FTW,NEWDIO,DLX 102CC,42000,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
429,27437,HON121,HONDA SCOOTER,FTW,AVIATOR,DRUM 110 CC,46544,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
430,27438,HON121,HONDA SCOOTER,FTW,AVIATOR,DISC 110 CC,51684,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.487,,
431,27439,AMP002,AMPERE,FTW,E-SCOOTER,V48,37800,75,2,B,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.260,,
432,27440,AMP003,AMPERE,FTW,E-SCOOTER,MITRA 250,42500,75,2,B,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
433,27441,AMP001,AMPERE,FTW,E-SCOOTER,V60,47919,75,2,B,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
434,27442,BAJ705,BAJAJ,FTW,DISCOVER,125 KS DRUM,45735,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
435,27443,BAJ706,BAJAJ,FTW,PULSAR,150 AS,80745,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
436,27444,BAJ707,BAJAJ,FTW,PULSAR,200 AS,95551,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
437,27445,BAJ708,BAJAJ,FTW,PULSAR,RS 200 NON ABS,122469,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
438,27446,BAJ725,BAJAJ,FTW,V,V15,64943,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
439,27447,BAJ136,BAJAJ,FTW,DISCOVER,4G 100 CC,49979,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.263,,
440,27448,BAJ136,BAJAJ,FTW,DISCOVER,DTSI ES 125,47981,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
441,27449,BAJ136,BAJAJ,FTW,AVENGER,STD,81225,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
442,27450,BAJ136,BAJAJ,FTW,PULSAR,DTSI ESUGIII 180,62540,180,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
443,27451,BAJ136,BAJAJ,FTW,DISCOVER,DRB ES 135,46282,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
444,27452,BAJ136,BAJAJ,FTW,DISCOVER,DRB KS 135,43614,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
445,27453,BAJ136,BAJAJ,FTW,DISCOVER,ES DSK  BLACK 135,49415,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
446,27454,BAJ136,BAJAJ,FTW,PULSAR,DTSI KSUGII 150,51641,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
447,27455,BAJ136,BAJAJ,FTW,PULSAR,DTSI ESUGIII 150,59861,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.267,,
448,27456,BAJ136,BAJAJ,FTW,XCD,XCD-KS W/O SG/LG,41224,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
449,27457,BAJ001,BAJAJ,FTW,CALIBER,110,40000,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
450,27458,BAJ136,BAJAJ,FTW,DISCOVER,KS,38556,112,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
451,27459,BAJ136,BAJAJ,FTW,DISCOVER,DTSI KS 125,43778,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
452,27460,BAJ136,BAJAJ,FTW,DISCOVER,DTSI ES BLACK 125,48163,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
453,27461,BAJ136,BAJAJ,FTW,DISCOVER,100 CC KS,38200,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
454,27462,BAJ638,BAJAJ,FTW,DISCOVER,125 ST,64100,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
455,27463,BAJ639,BAJAJ,FTW,PULSAR,200NS,98660,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
456,27464,BAJ136,BAJAJ,FTW,CALIBER,STD,40000,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
457,27465,BAJ136,BAJAJ,FTW,WAVE,STD,32000,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
458,27466,BAJ714,BAJAJ,FTW,AVENGER,STREET 150,75000,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
459,27467,BAJ715,BAJAJ,FTW,AVENGER,STREET 220,84000,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.270,,
460,27468,BAJ716,BAJAJ,FTW,AVENGER,CRUISE,84000,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
461,27469,BAJ726,BAJAJ,FTW,V,V15 BSIII,54420,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
462,27470,BAJ724,BAJAJ,FTW,CT,100 B,27716,99,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
463,27471,BAJ689,BAJAJ,FTW,PULSAR,RS 200,135000,199,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
464,27472,BAJ697,BAJAJ,FTW,PULSAR,AS 150,82690,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
465,27473,BAJ699,BAJAJ,FTW,PULSAR,RS 200 ABS,134683,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
466,27474,BAJ701,BAJAJ,FTW,DISCOVER,125 DISC BRAKE.,47208,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
467,27475,BAJ721,BAJAJ,FTW,DISCOVER,180,50490,180,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.273,,
468,27476,BAJ718,BAJAJ,FTW,SPIRIT,STD,27000,60,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
469,27477,BAJ719,BAJAJ,FTW,WIND,125,46000,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
470,27478,BAJ690,BAJAJ,FTW,CT,100 SW,36828,99,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
471,27479,BAJ694,BAJAJ,FTW,CT,100 AW,39912,99,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
472,27480,BAJ695,BAJAJ,FTW,PLATINA,100 KS,39827,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
473,27481,BAJ696,BAJAJ,FTW,PULSAR,AS 200,84961,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
474,27482,BAJ720,BAJAJ,FTW,BOXER,CT,42000,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
475,27483,BAJ728,BAJAJ,FTW,V,V12,62297,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
476,27484,HER339,HERO MOTOR CORP,FTW,SPLENDOR,PLUS i3S BSIV IRS,44526,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.397,,
477,27485,HON295,HONDA MOTORS,FTW,CBR250R,STD TRICOLOR,165518,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
478,27486,HON296,HONDA MOTORS,FTW,CBR250R,ABS TRICOLOR,195545,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
479,27487,HON297,HONDA MOTORS,FTW,DIO,DLX,51412,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
480,27488,HON298,HONDA MOTORS,FTW,AVIATOR,DELUXE,60320,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
481,27489,HON299,HONDA MOTORS,FTW,AVIATOR,STD,54954,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
482,27490,HON300,HONDA MOTORS,FTW,STUNNER,SELF DISC ALLOY,62491,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
483,27491,ROY040,ROYAL ENFIELD,FTW,THUNDERBIRD,350 UCE,140207,346,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
484,27492,ROY041,ROYAL ENFIELD,FTW,THUNDERBIRD,500 EFI UCE,177743,499,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
485,27493,ROY042,ROYAL ENFIELD,FTW,CONTINENTAL,GT 535 EFI UCE,196687,534,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
486,27494,ROY043,ROYAL ENFIELD,FTW,BULLET,350,109019,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
487,27495,ROY047,ROYAL ENFIELD,FTW,CLASSIC,500 UCE,151668,500,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
488,27496,ROY044,ROYAL ENFIELD,FTW,BULLET ELECTRA,350,121549,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
489,27497,ROY024,ROYAL ENFIELD,FTW,THUNDERBIRD,500,182200,500,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
490,27498,ROY045,ROYAL ENFIELD,FTW,THUNDERBIRD,350,143400,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
491,27499,ROY001,ROYAL ENFIELD,FTW,THUNDERBIRD,500 EFI,160669,499,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
492,27500,ROY025,ROYAL ENFIELD,FTW,STANDARD,500,158400,500,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
493,27501,ROY001,ROYAL ENFIELD,FTW,ELECTRA,5S FLUCE,116821,346,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
494,27502,ROY001,ROYAL ENFIELD,FTW,BULLET ELECTRA,STD,85824,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
495,27503,ROY001,ROYAL ENFIELD,FTW,THUNDERBIRD,KICKSTART,92374,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
496,27504,ROY001,ROYAL ENFIELD,FTW,BULLET ELECTRA,550,87967,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
497,27505,ROY001,ROYAL ENFIELD,FTW,BULLET,MACHISMO 350,98000,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.533,,
498,27506,ROY001,ROYAL ENFIELD,FTW,BULLET,MACHISMO 500,116321,500,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.537,,
499,27507,ROY001,ROYAL ENFIELD,FTW,THUNDERBIRD,SELF,126240,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.537,,
500,27508,ROY002,ROYAL ENFIELD,FTW,CLASSIC,350,135501,346,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.537,,
